case_id,suite,receiver_id,true_emitter_id,assumed_emitter_id,local_status,local_residual_norm_rad,position_candidate_count,nearest_distance_m,continuum_branch_count,continuum_distance_bound_m,local_message
dr+0_da+1_k03_q06,fixed_offsets,3,6,2,nonzero_residual,1.0087489731333505,1,101.1235524539208,0,,`ftol` termination condition is satisfied.
dr+0_da+1_k03_q06,fixed_offsets,3,6,4,consistent,1.2755491433176288e-15,2,127.73016267668862,0,,`gtol` termination condition is satisfied.
dr+0_da+1_k03_q06,fixed_offsets,3,6,5,consistent,1.2199167372936861e-12,2,63.16053418825118,0,,`gtol` termination condition is satisfied.
dr+0_da+1_k03_q06,fixed_offsets,3,6,6,consistent,3.8459253727671276e-16,2,1.7453070996747806,0,,`gtol` termination condition is satisfied.
dr+0_da+1_k03_q06,fixed_offsets,3,6,7,consistent,3.92070591988638e-12,2,57.024181128047275,0,,`gtol` termination condition is satisfied.
dr+0_da+1_k03_q06,fixed_offsets,3,6,8,nonzero_residual,0.6146764512127072,1,199.50253047866894,0,,`gtol` termination condition is satisfied.
dr+0_da+1_k03_q06,fixed_offsets,3,6,9,nonzero_residual,0.7446851769182605,1,187.92316017695177,0,,`ftol` termination condition is satisfied.
dr+0_da+1_k03_q07,fixed_offsets,3,7,2,nonzero_residual,0.9975896503288192,1,90.1621336551875,0,,`gtol` termination condition is satisfied.
dr+0_da+1_k03_q07,fixed_offsets,3,7,4,nonzero_residual,0.4168286948081037,1,197.25712030744614,0,,`xtol` termination condition is satisfied.
dr+0_da+1_k03_q07,fixed_offsets,3,7,5,consistent,1.871186959898982e-15,2,128.08097543260948,0,,`gtol` termination condition is satisfied.
dr+0_da+1_k03_q07,fixed_offsets,3,7,6,consistent,6.23728986632994e-16,2,76.789104046705,0,,`gtol` termination condition is satisfied.
dr+0_da+1_k03_q07,fixed_offsets,3,7,7,consistent,6.753223014464259e-16,1,1.745307099674886,0,,`gtol` termination condition is satisfied.
dr+0_da+1_k03_q07,fixed_offsets,3,7,8,consistent,3.3306690738754696e-16,2,72.74477865570526,0,,`gtol` termination condition is satisfied.
dr+0_da+1_k03_q07,fixed_offsets,3,7,9,geometry_error,,1,197.47016374400445,0,,"receiver coincides with a transmitter, so an angle is undefined"
dr+0_da+1_k03_q08,fixed_offsets,3,8,2,nonzero_residual,0.806133050770763,1,79.17935299827289,0,,`ftol` termination condition is satisfied.
dr+0_da+1_k03_q08,fixed_offsets,3,8,4,nonzero_residual,0.3403951395834329,1,198.96583175544106,0,,`xtol` termination condition is satisfied.
dr+0_da+1_k03_q08,fixed_offsets,3,8,5,nonzero_residual,0.2408143295032884,1,130.56785015956578,0,,`xtol` termination condition is satisfied.
dr+0_da+1_k03_q08,fixed_offsets,3,8,6,nonzero_residual,0.19145659955805602,1,128.21069395234812,0,,`ftol` termination condition is satisfied.
dr+0_da+1_k03_q08,fixed_offsets,3,8,7,nonzero_residual,0.1914565995580551,1,87.98410252078925,0,,`ftol` termination condition is satisfied.
dr+0_da+1_k03_q08,fixed_offsets,3,8,8,consistent,4.440892098500626e-16,2,1.7453070996746405,0,,`gtol` termination condition is satisfied.
dr+0_da+1_k03_q08,fixed_offsets,3,8,9,geometry_error,,1,203.91454280792624,0,,"receiver coincides with a transmitter, so an angle is undefined"
dr+0_da+1_k03_q09,fixed_offsets,3,9,2,nonzero_residual,0.4030665253853813,2,65.67829125846346,0,,`ftol` termination condition is satisfied.
dr+0_da+1_k03_q09,fixed_offsets,3,9,4,nonzero_residual,0.5945231249434382,1,130.1076568075302,0,,`xtol` termination condition is satisfied.
dr+0_da+1_k03_q09,fixed_offsets,3,9,5,nonzero_residual,0.5945337992789513,0,,0,,`ftol` termination condition is satisfied.
dr+0_da+1_k03_q09,fixed_offsets,3,9,6,nonzero_residual,0.5945231249434372,0,,0,,`gtol` termination condition is satisfied.
dr+0_da+1_k03_q09,fixed_offsets,3,9,7,nonzero_residual,0.5945231249434385,1,128.2927440773996,0,,`gtol` termination condition is satisfied.
dr+0_da+1_k03_q09,fixed_offsets,3,9,8,consistent,2.7678270266793707e-13,2,99.27059695208405,0,,`gtol` termination condition is satisfied.
dr+0_da+1_k03_q09,fixed_offsets,3,9,9,consistent,4.002966042486721e-16,2,1.7453070996748172,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q02,fixed_offsets,3,2,2,consistent,6.754135550515241e-15,2,5.310216729642774,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q02,fixed_offsets,3,2,4,nonzero_residual,0.987340255067232,0,,0,,`ftol` termination condition is satisfied.
dr+5_da-1_k03_q02,fixed_offsets,3,2,5,nonzero_residual,0.9835879712414932,0,,0,,`xtol` termination condition is satisfied.
dr+5_da-1_k03_q02,fixed_offsets,3,2,6,nonzero_residual,0.9835879712414937,0,,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q02,fixed_offsets,3,2,7,nonzero_residual,0.9835879712414936,0,,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q02,fixed_offsets,3,2,8,nonzero_residual,0.3539821032410703,1,198.5949281888394,0,,`xtol` termination condition is satisfied.
dr+5_da-1_k03_q02,fixed_offsets,3,2,9,nonzero_residual,0.3578158697071885,2,127.69932125042953,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q04,fixed_offsets,3,4,2,nonzero_residual,1.3322336609838756,1,126.0286794772096,0,,`ftol` termination condition is satisfied.
dr+5_da-1_k03_q04,fixed_offsets,3,4,4,consistent,1.1102230246251565e-16,2,5.310216729643341,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q04,fixed_offsets,3,4,5,consistent,3.8459253727671276e-16,2,28.36489384809715,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q04,fixed_offsets,3,4,6,consistent,1.1102230246251565e-16,2,64.67558510577784,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q04,fixed_offsets,3,4,7,consistent,3.1401849173675503e-16,2,96.34331805350354,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q04,fixed_offsets,3,4,8,nonzero_residual,1.325436246683465,0,,0,,`ftol` termination condition is satisfied.
dr+5_da-1_k03_q04,fixed_offsets,3,4,9,geometry_error,,1,141.21175306160626,0,,"receiver coincides with a transmitter, so an angle is undefined"
dr+5_da-1_k03_q05,fixed_offsets,3,5,2,nonzero_residual,1.1106538746805468,1,113.20278957425614,0,,`ftol` termination condition is satisfied.
dr+5_da-1_k03_q05,fixed_offsets,3,5,4,consistent,1.5700924586837752e-16,2,50.37118177164073,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q05,fixed_offsets,3,5,5,consistent,2.220446049250313e-16,2,5.31021672964332,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q05,fixed_offsets,3,5,6,consistent,1.1102230246251565e-16,2,40.88058528028779,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q05,fixed_offsets,3,5,7,consistent,2.7194799110210365e-16,2,80.94510365988778,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q05,fixed_offsets,3,5,8,nonzero_residual,0.9646234727244895,1,211.54778480715925,0,,`ftol` termination condition is satisfied.
dr+5_da-1_k03_q05,fixed_offsets,3,5,9,geometry_error,,1,173.3250909550635,0,,"receiver coincides with a transmitter, so an angle is undefined"
dr+5_da-1_k03_q06,fixed_offsets,3,6,2,nonzero_residual,0.9893267061546873,1,101.25038300423473,0,,`ftol` termination condition is satisfied.
dr+5_da-1_k03_q06,fixed_offsets,3,6,4,nonzero_residual,0.027587508694500596,1,158.41931346948252,0,,`xtol` termination condition is satisfied.
dr+5_da-1_k03_q06,fixed_offsets,3,6,5,consistent,0.0,2,70.85274445821246,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q06,fixed_offsets,3,6,6,consistent,3.465370671208984e-12,2,5.31021672990787,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q06,fixed_offsets,3,6,7,consistent,1.5816824963019765e-13,1,53.09041491043681,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q06,fixed_offsets,3,6,8,nonzero_residual,0.578590035457196,2,97.7602392394414,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q06,fixed_offsets,3,6,9,nonzero_residual,0.6993168089044575,1,189.42358314065777,0,,`ftol` termination condition is satisfied.
dr+5_da-1_k03_q07,fixed_offsets,3,7,2,nonzero_residual,0.9835879712414938,1,90.53382531720638,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q07,fixed_offsets,3,7,4,nonzero_residual,0.4019776714588081,1,201.56931551315344,0,,`xtol` termination condition is satisfied.
dr+5_da-1_k03_q07,fixed_offsets,3,7,5,nonzero_residual,0.015686716832661245,1,203.94930259096944,0,,`xtol` termination condition is satisfied.
dr+5_da-1_k03_q07,fixed_offsets,3,7,6,consistent,9.934014815290038e-16,1,82.61074518767971,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q07,fixed_offsets,3,7,7,consistent,1.903625989127064e-12,1,5.310216729671746,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q07,fixed_offsets,3,7,8,consistent,1.1102230246251565e-16,2,69.16002446405815,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q07,fixed_offsets,3,7,9,geometry_error,,1,198.93347919140933,0,,"receiver coincides with a transmitter, so an angle is undefined"
dr+5_da-1_k03_q08,fixed_offsets,3,8,2,nonzero_residual,0.7771977926639075,2,79.4247362017801,0,,`ftol` termination condition is satisfied.
dr+5_da-1_k03_q08,fixed_offsets,3,8,4,nonzero_residual,0.32886509220584503,1,197.9678709045917,0,,`xtol` termination condition is satisfied.
dr+5_da-1_k03_q08,fixed_offsets,3,8,5,nonzero_residual,0.2498364814302796,0,,0,,`xtol` termination condition is satisfied.
dr+5_da-1_k03_q08,fixed_offsets,3,8,6,nonzero_residual,0.20639017857758346,0,,0,,`ftol` termination condition is satisfied.
dr+5_da-1_k03_q08,fixed_offsets,3,8,7,nonzero_residual,0.20639017857758504,1,91.8269778433027,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q08,fixed_offsets,3,8,8,consistent,1.1271673533958097e-12,2,5.310216729608582,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q08,fixed_offsets,3,8,9,consistent,1.0429598422709816e-15,2,97.21432638480144,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q09,fixed_offsets,3,9,2,nonzero_residual,0.385499905529759,2,65.57327857543235,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q09,fixed_offsets,3,9,4,nonzero_residual,0.5980880657117339,1,129.55856787228586,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q09,fixed_offsets,3,9,5,nonzero_residual,0.5980924967452093,0,,0,,`ftol` termination condition is satisfied.
dr+5_da-1_k03_q09,fixed_offsets,3,9,6,nonzero_residual,0.5980880657117337,0,,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q09,fixed_offsets,3,9,7,nonzero_residual,0.5980880657117346,1,128.4006258886485,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q09,fixed_offsets,3,9,8,consistent,2.5250923796893586e-14,2,101.02072770353384,0,,`gtol` termination condition is satisfied.
dr+5_da-1_k03_q09,fixed_offsets,3,9,9,consistent,4.915800019119344e-13,2,5.310216729609101,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q02,fixed_offsets,3,2,2,consistent,3.003681668452827e-14,2,4.999999999997726,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q02,fixed_offsets,3,2,4,nonzero_residual,0.9777512541238498,0,,0,,`ftol` termination condition is satisfied.
dr+5_da+0_k03_q02,fixed_offsets,3,2,5,nonzero_residual,0.9741118951569684,0,,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q02,fixed_offsets,3,2,6,nonzero_residual,0.9741118951569677,0,,0,,`ftol` termination condition is satisfied.
dr+5_da+0_k03_q02,fixed_offsets,3,2,7,nonzero_residual,0.9741118951569685,0,,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q02,fixed_offsets,3,2,8,nonzero_residual,0.3455669623632489,1,199.24393891539154,0,,`xtol` termination condition is satisfied.
dr+5_da+0_k03_q02,fixed_offsets,3,2,9,nonzero_residual,0.35935807488176724,2,127.63339585011444,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q04,fixed_offsets,3,4,2,geometry_error,,1,126.44059866242705,0,,"receiver coincides with a transmitter, so an angle is undefined"
dr+5_da+0_k03_q04,fixed_offsets,3,4,4,consistent,1.7543991297003468e-12,2,4.999999999931278,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q04,fixed_offsets,3,4,5,consistent,3.1401849173675503e-16,2,29.12517409067314,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q04,fixed_offsets,3,4,6,consistent,2.220446049250313e-16,2,64.95441533788615,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q04,fixed_offsets,3,4,7,consistent,3.8459253727671276e-16,2,96.32649240283374,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q04,fixed_offsets,3,4,8,nonzero_residual,1.3334699700387345,0,,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q04,fixed_offsets,3,4,9,nonzero_residual,1.5925269574266252,1,139.93112953099205,0,,`ftol` termination condition is satisfied.
dr+5_da+0_k03_q05,fixed_offsets,3,5,2,nonzero_residual,1.1054285950897775,1,114.17552571312335,0,,`ftol` termination condition is satisfied.
dr+5_da+0_k03_q05,fixed_offsets,3,5,4,consistent,4.002966042486721e-16,2,47.593185843340386,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q05,fixed_offsets,3,5,5,consistent,4.1127612176681874e-13,2,4.999999999970377,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q05,fixed_offsets,3,5,6,consistent,2.220446049250313e-16,2,41.61028157112223,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q05,fixed_offsets,3,5,7,consistent,4.440892098500626e-16,2,81.15360216086333,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q05,fixed_offsets,3,5,8,nonzero_residual,0.974111895156968,1,203.18464822124045,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q05,fixed_offsets,3,5,9,nonzero_residual,1.105428595089829,1,172.61819914311033,0,,`ftol` termination condition is satisfied.
dr+5_da+0_k03_q06,fixed_offsets,3,6,2,nonzero_residual,0.9806899812077727,1,102.31596795305047,0,,`ftol` termination condition is satisfied.
dr+5_da+0_k03_q06,fixed_offsets,3,6,4,nonzero_residual,0.017245367041992494,1,158.28559434530894,0,,`xtol` termination condition is satisfied.
dr+5_da+0_k03_q06,fixed_offsets,3,6,5,consistent,2.482534153247273e-16,2,68.80744384359967,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q06,fixed_offsets,3,6,6,consistent,3.0917526590526185e-13,2,4.999999999970905,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q06,fixed_offsets,3,6,7,consistent,3.3852930224830646e-13,1,53.73164173244675,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q06,fixed_offsets,3,6,8,nonzero_residual,0.5883407001164286,2,97.79924543890743,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q06,fixed_offsets,3,6,9,nonzero_residual,0.7037602387922823,1,189.40671305888355,0,,`ftol` termination condition is satisfied.
dr+5_da+0_k03_q07,fixed_offsets,3,7,2,nonzero_residual,0.9741118951569682,1,91.51287001079695,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q07,fixed_offsets,3,7,4,nonzero_residual,0.3919267749704935,1,201.88745636245974,0,,`xtol` termination condition is satisfied.
dr+5_da+0_k03_q07,fixed_offsets,3,7,5,nonzero_residual,0.005267176476498971,1,205.99332635054702,0,,`xtol` termination condition is satisfied.
dr+5_da+0_k03_q07,fixed_offsets,3,7,6,consistent,1.3417746874990556e-15,1,81.08248695111158,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q07,fixed_offsets,3,7,7,consistent,2.58516879552377e-13,1,4.999999999970483,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q07,fixed_offsets,3,7,8,consistent,9.155133597044475e-16,2,69.63418857510075,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q07,fixed_offsets,3,7,9,nonzero_residual,0.31619126801226166,1,199.41625660797558,0,,`ftol` termination condition is satisfied.
dr+5_da+0_k03_q08,fixed_offsets,3,8,2,nonzero_residual,0.7775445740325713,2,80.21142280201612,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q08,fixed_offsets,3,8,4,nonzero_residual,0.3203336651454511,1,200.00213176286724,0,,`xtol` termination condition is satisfied.
dr+5_da+0_k03_q08,fixed_offsets,3,8,5,nonzero_residual,0.2438237549922086,1,129.5564435627992,0,,`xtol` termination condition is satisfied.
dr+5_da+0_k03_q08,fixed_offsets,3,8,6,nonzero_residual,0.1965673211243962,1,128.40910542705606,0,,`xtol` termination condition is satisfied.
dr+5_da+0_k03_q08,fixed_offsets,3,8,7,nonzero_residual,0.19656732112439582,1,90.73090917294752,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q08,fixed_offsets,3,8,8,consistent,2.1798066390793014e-13,2,4.999999999970317,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q08,fixed_offsets,3,8,9,consistent,8.455206652451151e-16,2,97.29092491550202,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q09,fixed_offsets,3,9,2,nonzero_residual,0.38577119504053964,2,66.03439306352112,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q09,fixed_offsets,3,9,4,nonzero_residual,0.5883407001164287,1,131.08186682780342,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q09,fixed_offsets,3,9,5,nonzero_residual,0.5883687824454473,0,,0,,`xtol` termination condition is satisfied.
dr+5_da+0_k03_q09,fixed_offsets,3,9,6,nonzero_residual,0.5883407001164283,0,,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q09,fixed_offsets,3,9,7,nonzero_residual,0.5883407001164285,1,128.16872830255818,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q09,fixed_offsets,3,9,8,consistent,7.866695965869278e-14,2,100.3547241681392,0,,`gtol` termination condition is satisfied.
dr+5_da+0_k03_q09,fixed_offsets,3,9,9,consistent,1.7965711348820327e-13,2,4.999999999970793,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q02,fixed_offsets,3,2,2,consistent,1.5056353362708657e-12,2,5.310216729571764,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q02,fixed_offsets,3,2,4,nonzero_residual,0.6242628721507756,0,,0,,`xtol` termination condition is satisfied.
dr+5_da+1_k03_q02,fixed_offsets,3,2,5,nonzero_residual,0.9646234727244902,0,,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q02,fixed_offsets,3,2,6,nonzero_residual,0.9646234727244899,0,,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q02,fixed_offsets,3,2,7,nonzero_residual,0.9646234727244904,0,,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q02,fixed_offsets,3,2,8,nonzero_residual,0.33704591196105,1,199.89754233760604,0,,`xtol` termination condition is satisfied.
dr+5_da+1_k03_q02,fixed_offsets,3,2,9,nonzero_residual,0.3608127739589757,2,127.57331965845626,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q04,fixed_offsets,3,4,2,nonzero_residual,1.3252890240131057,1,126.80944828733725,0,,`ftol` termination condition is satisfied.
dr+5_da+1_k03_q04,fixed_offsets,3,4,4,consistent,0.0,2,5.310216729643334,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q04,fixed_offsets,3,4,5,consistent,4.577566798522237e-16,2,29.904928116799535,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q04,fixed_offsets,3,4,6,consistent,1.1102230246251565e-16,2,65.23410366482456,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q04,fixed_offsets,3,4,7,consistent,2.482534153247273e-16,2,96.30687268293315,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q04,fixed_offsets,3,4,8,nonzero_residual,1.341403840948683,0,,0,,`ftol` termination condition is satisfied.
dr+5_da+1_k03_q04,fixed_offsets,3,4,9,nonzero_residual,1.325289024013093,1,138.6776660808012,0,,`ftol` termination condition is satisfied.
dr+5_da+1_k03_q05,fixed_offsets,3,5,2,nonzero_residual,1.1002818574229407,1,115.12429068082389,0,,`ftol` termination condition is satisfied.
dr+5_da+1_k03_q05,fixed_offsets,3,5,4,consistent,1.5700924586837752e-16,2,44.84882317443941,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q05,fixed_offsets,3,5,5,consistent,0.0,2,5.310216729643337,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q05,fixed_offsets,3,5,6,consistent,0.0,2,42.349722312580035,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q05,fixed_offsets,3,5,7,consistent,1.5700924586837752e-16,2,81.36189028127663,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q05,fixed_offsets,3,5,8,nonzero_residual,0.9835879712414939,1,184.80226747631062,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q05,fixed_offsets,3,5,9,nonzero_residual,1.1106538746805303,1,171.87984456603402,0,,`ftol` termination condition is satisfied.
dr+5_da+1_k03_q06,fixed_offsets,3,6,2,nonzero_residual,0.9721059602501881,1,103.38424372198142,0,,`ftol` termination condition is satisfied.
dr+5_da+1_k03_q06,fixed_offsets,3,6,4,nonzero_residual,0.006906724580633114,1,158.15092777155513,0,,`xtol` termination condition is satisfied.
dr+5_da+1_k03_q06,fixed_offsets,3,6,5,consistent,4.577566798522237e-16,2,66.75958932022975,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q06,fixed_offsets,3,6,6,consistent,7.009938725459335e-12,2,5.310216730223196,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q06,fixed_offsets,3,6,7,consistent,6.802012113041081e-13,1,54.375595671722586,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q06,fixed_offsets,3,6,8,nonzero_residual,0.5980880657117336,2,97.83719286526315,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q06,fixed_offsets,3,6,9,nonzero_residual,0.7083611643418497,1,189.36194696934015,0,,`ftol` termination condition is satisfied.
dr+5_da+1_k03_q07,fixed_offsets,3,7,2,nonzero_residual,0.9646234727244901,1,92.51192204122205,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q07,fixed_offsets,3,7,4,nonzero_residual,0.3818627832056367,1,202.19023242378864,0,,`xtol` termination condition is satisfied.
dr+5_da+1_k03_q07,fixed_offsets,3,7,5,consistent,6.3980063621400115e-15,2,128.365697897096,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q07,fixed_offsets,3,7,6,consistent,8.005932084973442e-16,2,79.54901141635511,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q07,fixed_offsets,3,7,7,consistent,3.723873491704858e-12,1,5.310216729680639,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q07,fixed_offsets,3,7,8,consistent,8.955206467987463e-16,2,70.10593122674503,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q07,fixed_offsets,3,7,9,geometry_error,,1,199.88695528783674,0,,"receiver coincides with a transmitter, so an angle is undefined"
dr+5_da+1_k03_q08,fixed_offsets,3,8,2,nonzero_residual,0.7778797884788752,2,81.02873414340931,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q08,fixed_offsets,3,8,4,nonzero_residual,0.31189864808650064,1,202.05106770072464,0,,`xtol` termination condition is satisfied.
dr+5_da+1_k03_q08,fixed_offsets,3,8,5,nonzero_residual,0.23811482324483313,1,131.57176027333674,0,,`xtol` termination condition is satisfied.
dr+5_da+1_k03_q08,fixed_offsets,3,8,6,nonzero_residual,0.1867436842456122,1,128.11297337386537,0,,`ftol` termination condition is satisfied.
dr+5_da+1_k03_q08,fixed_offsets,3,8,7,nonzero_residual,0.18674368424561358,1,89.6344038974117,0,,`ftol` termination condition is satisfied.
dr+5_da+1_k03_q08,fixed_offsets,3,8,8,consistent,5.4416676740461824e-12,2,5.31021672923807,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q08,fixed_offsets,3,8,9,consistent,1.1102230246251565e-16,2,97.3649378536489,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q09,fixed_offsets,3,9,2,nonzero_residual,0.386033437267293,2,66.53181937245579,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q09,fixed_offsets,3,9,4,nonzero_residual,0.5785900354571953,1,132.63638146131458,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q09,fixed_offsets,3,9,5,nonzero_residual,0.5786631079777427,0,,0,,`ftol` termination condition is satisfied.
dr+5_da+1_k03_q09,fixed_offsets,3,9,6,nonzero_residual,0.5785900354571953,0,,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q09,fixed_offsets,3,9,7,nonzero_residual,0.5785900354571959,1,127.94068021635286,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q09,fixed_offsets,3,9,8,consistent,2.0661382479708657e-13,2,99.6959781723722,0,,`gtol` termination condition is satisfied.
dr+5_da+1_k03_q09,fixed_offsets,3,9,9,consistent,7.796438216268174e-12,2,5.31021672885114,0,,`gtol` termination condition is satisfied.
ideal_k04_q02,ideal,4,2,2,consistent,0.0,2,0.0,0,,`gtol` termination condition is satisfied.
ideal_k04_q02,ideal,4,2,3,consistent,4.839349969133127e-16,1,34.72963553338605,0,,`gtol` termination condition is satisfied.
ideal_k04_q02,ideal,4,2,5,nonzero_residual,0.604599788078103,0,,0,,`ftol` termination condition is satisfied.
ideal_k04_q02,ideal,4,2,6,nonzero_residual,0.6045997880780727,0,,0,,`gtol` termination condition is satisfied.
ideal_k04_q02,ideal,4,2,7,nonzero_residual,0.6045997880780724,0,,0,,`ftol` termination condition is satisfied.
ideal_k04_q02,ideal,4,2,8,nonzero_residual,0.6045997880780717,1,207.49475389349675,0,,`gtol` termination condition is satisfied.
ideal_k04_q02,ideal,4,2,9,nonzero_residual,0.4030665253853808,2,173.20508075688775,0,,`gtol` termination condition is satisfied.
ideal_k04_q03,ideal,4,3,2,geometry_error,,0,,0,,"receiver coincides with a transmitter, so an angle is undefined"
ideal_k04_q03,ideal,4,3,3,consistent,0.0,1,0.0,0,,`gtol` termination condition is satisfied.
ideal_k04_q03,ideal,4,3,5,nonzero_residual,0.6045997880780959,0,,0,,`ftol` termination condition is satisfied.
ideal_k04_q03,ideal,4,3,6,nonzero_residual,0.6045997880780718,0,,0,,`gtol` termination condition is satisfied.
ideal_k04_q03,ideal,4,3,7,nonzero_residual,0.604599788078073,0,,0,,`gtol` termination condition is satisfied.
ideal_k04_q03,ideal,4,3,8,nonzero_residual,0.6045997880780732,1,173.20508075688775,0,,`gtol` termination condition is satisfied.
ideal_k04_q03,ideal,4,3,9,nonzero_residual,0.8061330507707635,0,,0,,`gtol` termination condition is satisfied.
ideal_k04_q05,ideal,4,5,2,nonzero_residual,1.0471975511967093,0,,0,,`ftol` termination condition is satisfied.
ideal_k04_q05,ideal,4,5,3,nonzero_residual,0.604599788078093,0,,0,,`ftol` termination condition is satisfied.
ideal_k04_q05,ideal,4,5,5,consistent,0.0,2,0.0,0,,`gtol` termination condition is satisfied.
ideal_k04_q05,ideal,4,5,6,consistent,2.482534153247273e-16,2,34.729635533386066,0,,`gtol` termination condition is satisfied.
