case_id,suite,receiver_id,true_emitter_id,assumed_emitter_id,candidate_index,source,x_m,y_m,residual_norm_rad,distance_to_ideal_m
dr+0_da+1_k03_q08,fixed_offsets,3,8,9,0,circle_intersection,96.0492079320029,-89.6412795272306,6.661338147750939e-16,203.91454280792624
dr+0_da+1_k03_q09,fixed_offsets,3,9,2,0,circle_intersection,83.03427467679039,99.55798083612288,6.753223014464259e-16,65.67829125846346
dr+0_da+1_k03_q09,fixed_offsets,3,9,2,1,circle_intersection,15.643446504022897,-98.76883405951364,4.577566798522237e-16,197.25712030744614
dr+0_da+1_k03_q09,fixed_offsets,3,9,4,0,circle_intersection,100.99277256956086,-1.1905221491262428,8.741904837807691e-16,130.1076568075302
dr+0_da+1_k03_q09,fixed_offsets,3,9,7,0,circle_intersection,100.99277256956081,1.1905221491261901,1.1102230246251565e-15,128.2927440773996
dr+0_da+1_k03_q09,fixed_offsets,3,9,8,0,q1_1_local,111.3216792240811,66.43768549545604,2.7678270266793707e-13,99.27059695208405
dr+0_da+1_k03_q09,fixed_offsets,3,9,8,1,circle_intersection,16.974615195761118,-99.56314525581452,1.1071657016922029e-14,198.0443049614093
dr+0_da+1_k03_q09,fixed_offsets,3,9,9,0,q1_1_local,15.643446504023053,98.76883405951372,4.002966042486721e-16,1.7453070996748172
dr+0_da+1_k03_q09,fixed_offsets,3,9,9,1,circle_intersection,83.03427467679033,-99.55798083612292,4.577566798522237e-16,208.64282039718844
dr+5_da-1_k03_q02,fixed_offsets,3,2,2,0,q1_1_local,20.034944514536793,103.0708542620043,6.754135550515241e-15,5.310216729642774
dr+5_da-1_k03_q02,fixed_offsets,3,2,2,1,circle_intersection,103.15504779448159,-3.8913832976798926,2.60133570547882e-15,133.56654680128312
dr+5_da-1_k03_q02,fixed_offsets,3,2,8,0,circle_intersection,14.760905599947392,-100.09708132876236,1.1582691361771639e-14,198.5949281888394
dr+5_da-1_k03_q02,fixed_offsets,3,2,9,0,circle_intersection,103.15504779448158,3.8913832976798712,2.682975169497797e-15,127.69932125042953
dr+5_da-1_k03_q02,fixed_offsets,3,2,9,1,circle_intersection,20.0349445145373,-103.07085426200474,4.611102534756203e-16,201.56931551315358
dr+5_da-1_k03_q04,fixed_offsets,3,4,2,0,circle_intersection,107.40610873669729,10.300312775646235,1.5582722720639762e-15,126.0286794772096
dr+5_da-1_k03_q04,fixed_offsets,3,4,4,0,q1_1_local,20.034944514537212,103.07085426200472,1.1102230246251565e-16,5.310216729643341
dr+5_da-1_k03_q04,fixed_offsets,3,4,4,1,circle_intersection,-3.56018325691124,-4.437278632281983,8.005932084973442e-16,105.02371871771267
dr+5_da-1_k03_q04,fixed_offsets,3,4,5,0,q1_1_local,-5.005617714780393,81.0414284274685,3.8459253727671276e-16,28.36489384809715
dr+5_da-1_k03_q04,fixed_offsets,3,4,5,1,circle_intersection,-16.446067739652097,-43.34679911546457,3.3306690738754696e-16,145.8020467745347
dr+5_da-1_k03_q04,fixed_offsets,3,4,6,0,q1_1_local,-16.446067739652104,43.3467991154646,1.1102230246251565e-16,64.67558510577784
dr+5_da-1_k03_q04,fixed_offsets,3,4,6,1,circle_intersection,-5.00561771478041,-81.04142842746849,0.0,180.91063543980988
dr+5_da-1_k03_q04,fixed_offsets,3,4,7,0,q1_1_local,-3.5601832569112792,4.437278632282037,3.1401849173675503e-16,96.34331805350354
dr+5_da-1_k03_q04,fixed_offsets,3,4,7,1,circle_intersection,20.034944514537194,-103.07085426200466,9.930136612989092e-16,201.56931551315344
dr+5_da-1_k03_q04,fixed_offsets,3,4,9,0,circle_intersection,107.40610873669728,-10.3003127756462,9.742167503148516e-16,141.21175306160626
dr+5_da-1_k03_q05,fixed_offsets,3,5,2,0,circle_intersection,116.44736712163929,43.73116360654342,2.7194799110210365e-16,113.20278957425614
dr+5_da-1_k03_q05,fixed_offsets,3,5,4,0,q1_1_local,66.81925626129362,108.04709466947521,1.5700924586837752e-16,50.37118177164073
dr+5_da-1_k03_q05,fixed_offsets,3,5,4,1,circle_intersection,-13.304906598739505,-23.570977451684602,3.3306690738754696e-16,125.84618525290291
dr+5_da-1_k03_q05,fixed_offsets,3,5,5,0,q1_1_local,20.034944514537194,103.0708542620047,2.220446049250313e-16,5.31021672964332
dr+5_da-1_k03_q05,fixed_offsets,3,5,5,1,circle_intersection,-11.321580505646336,-69.35496532073083,2.220446049250313e-16,170.26962522998133
dr+5_da-1_k03_q05,fixed_offsets,3,5,6,0,q1_1_local,-11.321580505646327,69.35496532073086,1.1102230246251565e-16,40.88058528028779
dr+5_da-1_k03_q05,fixed_offsets,3,5,6,1,circle_intersection,20.03494451453719,-103.07085426200467,4.577566798522237e-16,201.5693155131535
dr+5_da-1_k03_q05,fixed_offsets,3,5,7,0,q1_1_local,-13.304906598739523,23.57097745168465,2.7194799110210365e-16,80.94510365988778
dr+5_da-1_k03_q05,fixed_offsets,3,5,7,1,circle_intersection,66.81925626129357,-108.04709466947524,3.8459253727671276e-16,212.36643463939623
dr+5_da-1_k03_q05,fixed_offsets,3,5,8,0,circle_intersection,76.93793466840053,-104.50569961627622,5.438959822042073e-16,211.54778480715925
dr+5_da-1_k03_q05,fixed_offsets,3,5,9,0,circle_intersection,116.4473671216393,-43.73116360654346,8.95090418262362e-16,173.3250909550635
dr+5_da-1_k03_q06,fixed_offsets,3,6,2,0,circle_intersection,112.9413021499127,65.06258128286619,6.753223014464259e-16,101.25038300423473
dr+5_da-1_k03_q06,fixed_offsets,3,6,4,0,circle_intersection,-15.204671857067838,-56.55440530560113,5.087681048627601e-16,158.41931346948252
dr+5_da-1_k03_q06,fixed_offsets,3,6,5,0,q1_1_local,88.21664951660549,98.12114362456472,0.0,70.85274445821246
dr+5_da-1_k03_q06,fixed_offsets,3,6,5,1,circle_intersection,20.03494451453717,-103.07085426200466,5.087681048627601e-16,201.56931551315344
dr+5_da-1_k03_q06,fixed_offsets,3,6,6,0,q1_1_local,20.034944515090338,103.07085426198898,3.465370671208984e-12,5.31021672990787
dr+5_da-1_k03_q06,fixed_offsets,3,6,6,1,circle_intersection,88.21664951660547,-98.12114362456477,9.678699938266253e-16,208.97917740200592
dr+5_da-1_k03_q06,fixed_offsets,3,6,7,0,q1_1_local,-15.204671857077244,56.55440530560288,1.5816824963019765e-13,53.09041491043681
dr+5_da-1_k03_q06,fixed_offsets,3,6,8,0,circle_intersection,-2.2462515327233112,2.7077606411073485,5.087681048627601e-16,97.7602392394414
dr+5_da-1_k03_q06,fixed_offsets,3,6,8,1,circle_intersection,22.237877605803163,-104.13345623597161,6.280369834735101e-16,202.67282386546688
dr+5_da-1_k03_q06,fixed_offsets,3,6,9,0,circle_intersection,112.9413021499127,-65.06258128286625,2.220446049250313e-16,189.42358314065777
dr+5_da-1_k03_q07,fixed_offsets,3,7,2,0,circle_intersection,105.9197943475188,79.65553561255182,2.369650047128357e-15,90.53382531720638
dr+5_da-1_k03_q07,fixed_offsets,3,7,4,0,circle_intersection,20.03494451453707,-103.07085426200462,9.682678848994769e-16,201.56931551315344
dr+5_da-1_k03_q07,fixed_offsets,3,7,5,0,circle_intersection,99.34184702978646,-88.26794544551076,3.1401849173675503e-16,203.94930259096944
dr+5_da-1_k03_q07,fixed_offsets,3,7,6,0,q1_1_local,99.34184702978641,88.26794544551085,9.934014815290038e-16,82.61074518767971
dr+5_da-1_k03_q07,fixed_offsets,3,7,7,0,q1_1_local,20.034944514777067,103.07085426189805,1.903625989127064e-12,5.310216729671746
dr+5_da-1_k03_q07,fixed_offsets,3,7,8,0,q1_1_local,-16.197848550048803,38.01048165566154,1.1102230246251565e-16,69.16002446405815
dr+5_da-1_k03_q07,fixed_offsets,3,7,8,1,circle_intersection,18.769483733738873,-102.41434422040531,8.312783312742731e-16,200.90003019931933
dr+5_da-1_k03_q07,fixed_offsets,3,7,9,0,circle_intersection,105.91979434751877,-79.6555356125519,2.220446049250313e-16,198.93347919140933
dr+5_da-1_k03_q08,fixed_offsets,3,8,2,0,circle_intersection,96.46130645701925,91.26730196423145,2.093477055390766e-15,79.4247362017801
dr+5_da-1_k03_q08,fixed_offsets,3,8,2,1,circle_intersection,-2.7620379771513828,-3.3727581190864373,1.1157603309187458e-15,103.82308313826539
dr+5_da-1_k03_q08,fixed_offsets,3,8,4,0,circle_intersection,106.89785442075896,-78.08398125568318,1.2412670766236366e-15,197.9678709045917
dr+5_da-1_k03_q08,fixed_offsets,3,8,7,0,circle_intersection,106.89785442075903,78.08398125568313,1.4475537224895361e-15,91.8269778433027
dr+5_da-1_k03_q08,fixed_offsets,3,8,8,0,q1_1_local,20.03494451462895,103.07085426191114,1.1271673533958097e-12,5.310216729608582
dr+5_da-1_k03_q08,fixed_offsets,3,8,8,1,circle_intersection,17.33398156234445,-101.62711325258236,2.1988302645701685e-15,200.1078909297002
dr+5_da-1_k03_q08,fixed_offsets,3,8,9,0,q1_1_local,-2.7620379771513206,3.372758119086361,1.0429598422709816e-15,97.21432638480144
dr+5_da-1_k03_q08,fixed_offsets,3,8,9,1,circle_intersection,96.4613064570192,-91.26730196423149,1.582067810090848e-15,205.57380024963044
dr+5_da-1_k03_q09,fixed_offsets,3,9,2,0,circle_intersection,82.8679677648514,101.51263998323121,1.5553031891404223e-15,65.57327857543235
dr+5_da-1_k03_q09,fixed_offsets,3,9,2,1,circle_intersection,20.03494451453724,-103.07085426200469,1.0547118733938987e-15,201.5693155131535
dr+5_da-1_k03_q09,fixed_offsets,3,9,4,0,circle_intersection,100.6536737736602,-0.7582743423967749,2.0145271352882748e-15,129.55856787228586
dr+5_da-1_k03_q09,fixed_offsets,3,9,7,0,circle_intersection,100.65367377366016,0.7582743423967233,3.3440573603169618e-15,128.4006258886485
dr+5_da-1_k03_q09,fixed_offsets,3,9,8,0,q1_1_local,112.8208653541285,65.41522820553848,2.5250923796893586e-14,101.02072770353384
dr+5_da-1_k03_q09,fixed_offsets,3,9,8,1,circle_intersection,16.392716009071982,-101.0855449888873,1.0559528401412792e-14,199.5686878645074
dr+5_da-1_k03_q09,fixed_offsets,3,9,9,0,q1_1_local,20.034944514556525,103.07085426195387,4.915800019119344e-13,5.310216729609101
dr+5_da-1_k03_q09,fixed_offsets,3,9,9,1,circle_intersection,82.86796776485134,-101.51263998323121,7.301351988545593e-16,210.44721147314
dr+5_da+0_k03_q02,fixed_offsets,3,2,2,0,q1_1_local,18.23305865502023,103.40481406628085,3.003681668452827e-14,4.999999999997726
dr+5_da+0_k03_q02,fixed_offsets,3,2,2,1,circle_intersection,103.54413850430008,-4.3350987492056365,1.903635937714726e-15,134.15654765813147
dr+5_da+0_k03_q02,fixed_offsets,3,2,8,0,circle_intersection,13.706969516151343,-100.7295842203068,1.0068810866857322e-15,199.24393891539154
dr+5_da+0_k03_q02,fixed_offsets,3,2,9,0,circle_intersection,103.54413850430008,4.335098749205616,4.027524346742929e-15,127.63339585011444
dr+5_da+0_k03_q02,fixed_offsets,3,2,9,1,circle_intersection,18.233058655027744,-103.40481406628187,4.996003610813204e-16,201.88745636245974
dr+5_da+0_k03_q04,fixed_offsets,3,4,2,0,circle_intersection,106.82035429553483,9.122328725365426,2.132668787380004e-15,126.44059866242705
dr+5_da+0_k03_q04,fixed_offsets,3,4,4,0,q1_1_local,18.233058654919166,103.4048140662312,1.7543991297003468e-12,4.999999999931278
dr+5_da+0_k03_q04,fixed_offsets,3,4,4,1,circle_intersection,-3.648132553591073,-4.47413161328531,0.0,105.0773854782148
dr+5_da+0_k03_q04,fixed_offsets,3,4,5,0,q1_1_local,-6.020003658996891,81.11915404338284,3.1401849173675503e-16,29.12517409067314
dr+5_da+0_k03_q04,fixed_offsets,3,4,5,1,circle_intersection,-16.91994444760137,-43.31166119019025,2.220446049250313e-16,145.8785109817808
dr+5_da+0_k03_q04,fixed_offsets,3,4,6,0,q1_1_local,-16.91994444760137,43.31166119019026,2.220446049250313e-16,64.95441533788615
dr+5_da+0_k03_q04,fixed_offsets,3,4,6,1,circle_intersection,-6.0200036589969,-81.11915404338284,3.1401849173675503e-16,181.11594213016707
dr+5_da+0_k03_q04,fixed_offsets,3,4,7,0,q1_1_local,-3.648132553591097,4.474131613285342,3.8459253727671276e-16,96.32649240283374
dr+5_da+0_k03_q04,fixed_offsets,3,4,7,1,circle_intersection,18.23305865502768,-103.40481406628184,4.965068306494546e-16,201.8874563624597
dr+5_da+0_k03_q04,fixed_offsets,3,4,9,0,circle_intersection,106.82035429553481,-9.122328725365392,1.4390135079995448e-15,139.93112953099205
dr+5_da+0_k03_q05,fixed_offsets,3,5,2,0,circle_intersection,116.90212357827927,42.548893305002835,3.3306690738754696e-16,114.17552571312335
dr+5_da+0_k03_q05,fixed_offsets,3,5,4,0,q1_1_local,63.53254294921345,110.04159232208944,4.002966042486721e-16,47.593185843340386
dr+5_da+0_k03_q05,fixed_offsets,3,5,4,1,circle_intersection,-13.532542949213402,-23.439051943645584,2.482534153247273e-16,125.77396858900056
dr+5_da+0_k03_q05,fixed_offsets,3,5,5,0,q1_1_local,18.23305865502255,103.40481406625267,4.1127612176681874e-13,4.999999999970377
dr+5_da+0_k03_q05,fixed_offsets,3,5,5,1,circle_intersection,-12.202320733618526,-69.20279973371495,2.220446049250313e-16,170.2703644666139
dr+5_da+0_k03_q05,fixed_offsets,3,5,6,0,q1_1_local,-12.202320733618512,69.20279973371497,2.220446049250313e-16,41.61028157112223
dr+5_da+0_k03_q05,fixed_offsets,3,5,6,1,circle_intersection,18.233058655027683,-103.40481406628183,3.3306690738754696e-16,201.8874563624597
dr+5_da+0_k03_q05,fixed_offsets,3,5,7,0,q1_1_local,-13.532542949213427,23.439051943645637,4.440892098500626e-16,81.15360216086333
dr+5_da+0_k03_q05,fixed_offsets,3,5,7,1,circle_intersection,63.532542949213365,-110.04159232208947,3.1401849173675503e-16,213.5720877075459
dr+5_da+0_k03_q05,fixed_offsets,3,5,8,0,circle_intersection,102.5000000000001,-86.00771219567108,4.577566798522237e-16,203.18464822124045
dr+5_da+0_k03_q05,fixed_offsets,3,5,9,0,circle_intersection,116.90212357827926,-42.54889330500286,7.108895957933346e-16,172.61819914311033
dr+5_da+0_k03_q06,fixed_offsets,3,6,2,0,circle_intersection,113.87166657983164,64.49569871858444,3.1401849173675503e-16,102.31596795305047
dr+5_da+0_k03_q06,fixed_offsets,3,6,4,0,circle_intersection,-15.885658624836966,-56.273013657188905,3.1401849173675503e-16,158.28559434530894
dr+5_da+0_k03_q06,fixed_offsets,3,6,5,0,q1_1_local,86.13203833483323,100.83315784300223,2.482534153247273e-16,68.80744384359967
dr+5_da+0_k03_q06,fixed_offsets,3,6,5,1,circle_intersection,18.233058655027698,-103.40481406628186,3.1401849173675503e-16,201.88745636245972
dr+5_da+0_k03_q06,fixed_offsets,3,6,6,0,q1_1_local,18.23305865502519,103.40481406625274,3.0917526590526185e-13,4.999999999970905
dr+5_da+0_k03_q06,fixed_offsets,3,6,6,1,circle_intersection,86.13203833483317,-100.83315784300228,3.1401849173675503e-16,210.84348358459425
dr+5_da+0_k03_q06,fixed_offsets,3,6,7,0,q1_1_local,-15.885658624857033,56.27301365719396,3.3852930224830646e-13,53.73164173244675
dr+5_da+0_k03_q06,fixed_offsets,3,6,8,0,circle_intersection,-2.2533929893307283,2.669407420619654,2.220446049250313e-16,97.79924543890743
dr+5_da+0_k03_q06,fixed_offsets,3,6,8,1,circle_intersection,24.52826123105882,-106.38754089561459,5.438959822042073e-16,204.99351673551456
dr+5_da+0_k03_q06,fixed_offsets,3,6,9,0,circle_intersection,113.87166657983163,-64.49569871858448,2.220446049250313e-16,189.40671305888355
dr+5_da+0_k03_q07,fixed_offsets,3,7,2,0,circle_intersection,106.92798219206178,79.69128473528522,1.1102230246251565e-15,91.51287001079695
dr+5_da+0_k03_q07,fixed_offsets,3,7,4,0,circle_intersection,18.233058655027808,-103.4048140662819,8.881784197001252e-16,201.88745636245974
dr+5_da+0_k03_q07,fixed_offsets,3,7,5,0,circle_intersection,98.10426253584531,-91.0301546192774,9.489809492268385e-16,205.99332635054702
dr+5_da+0_k03_q07,fixed_offsets,3,7,6,0,q1_1_local,98.10426253584524,91.03015461927747,1.3417746874990556e-15,81.08248695111158
dr+5_da+0_k03_q07,fixed_offsets,3,7,7,0,q1_1_local,18.233058655023648,103.40481406625258,2.58516879552377e-13,4.999999999970483
dr+5_da+0_k03_q07,fixed_offsets,3,7,8,0,q1_1_local,-16.58288505312699,37.68214298296981,9.155133597044475e-16,69.63418857510075
dr+5_da+0_k03_q07,fixed_offsets,3,7,8,1,circle_intersection,19.42057734469088,-104.02987927868952,1.8941019772980924e-15,202.52108869405745
dr+5_da+0_k03_q07,fixed_offsets,3,7,9,0,circle_intersection,106.92798219206175,-79.69128473528527,1.1322097734007351e-15,199.41625660797558
dr+5_da+0_k03_q08,fixed_offsets,3,8,2,0,circle_intersection,97.30136961899294,91.84601638409647,7.535012591929473e-16,80.21142280201612
dr+5_da+0_k03_q08,fixed_offsets,3,8,2,1,circle_intersection,-2.7447682000402494,-3.290814574469641,8.671119018262734e-16,103.73934621723414
dr+5_da+0_k03_q08,fixed_offsets,3,8,4,0,circle_intersection,106.32580822134454,-80.64709770300686,1.395804689683384e-15,200.00213176286724
dr+5_da+0_k03_q08,fixed_offsets,3,8,5,0,circle_intersection,100.65862055790235,-0.7513489591209261,1.5561351033877567e-14,129.5564435627992
dr+5_da+0_k03_q08,fixed_offsets,3,8,6,0,circle_intersection,100.65862055790235,0.7513489591209063,2.696865187951366e-15,128.40910542705606
dr+5_da+0_k03_q08,fixed_offsets,3,8,7,0,circle_intersection,106.32580822134463,80.64709770300679,6.661338147750939e-16,90.73090917294752
dr+5_da+0_k03_q08,fixed_offsets,3,8,8,0,q1_1_local,18.23305865502132,103.40481406625283,2.1798066390793014e-13,4.999999999970317
dr+5_da+0_k03_q08,fixed_offsets,3,8,8,1,circle_intersection,17.350519897656916,-102.92031653042646,1.0937950820210114e-15,201.4010923391645
dr+5_da+0_k03_q08,fixed_offsets,3,8,9,0,q1_1_local,-2.7447682000403146,3.2908145744697204,8.455206652451151e-16,97.29092491550202
dr+5_da+0_k03_q08,fixed_offsets,3,8,9,1,circle_intersection,97.3013696189929,-91.8460163840965,7.021666937153402e-16,206.4319257170789
dr+5_da+0_k03_q09,fixed_offsets,3,9,2,0,circle_intersection,83.27261697819192,102.56771429811742,8.005932084973442e-16,66.03439306352112
dr+5_da+0_k03_q09,fixed_offsets,3,9,2,1,circle_intersection,18.233058655027587,-103.40481406628179,7.364386412590295e-16,201.88745636245963
dr+5_da+0_k03_q09,fixed_offsets,3,9,4,0,circle_intersection,101.64233890240294,-1.9172089528565615,3.5112722953353147e-15,131.08186682780342
dr+5_da+0_k03_q09,fixed_offsets,3,9,7,0,circle_intersection,101.6423389024029,1.9172089528565006,6.483407791757206e-15,128.16872830255818
dr+5_da+0_k03_q09,fixed_offsets,3,9,8,0,q1_1_local,112.83384741169286,67.54964144703683,7.866695965869278e-14,100.3547241681392
dr+5_da+0_k03_q09,fixed_offsets,3,9,8,1,circle_intersection,16.008544174158903,-102.14991592727011,1.616509124176106e-15,200.6352754150672
dr+5_da+0_k03_q09,fixed_offsets,3,9,9,0,q1_1_local,18.233058655018418,103.40481406625382,1.7965711348820327e-13,4.999999999970793
dr+5_da+0_k03_q09,fixed_offsets,3,9,9,1,circle_intersection,83.27261697819185,-102.56771429811747,7.108895957933346e-16,211.57583313573048
dr+5_da+1_k03_q02,fixed_offsets,3,2,2,0,q1_1_local,16.425618829036605,103.70727576238302,1.5056353362708657e-12,5.310216729571764
dr+5_da+1_k03_q02,fixed_offsets,3,2,2,1,circle_intersection,103.94420609807845,-4.784663296283133,4.065599728786519e-15,134.75808433104
dr+5_da+1_k03_q02,fixed_offsets,3,2,8,0,circle_intersection,12.635052212708851,-101.36080383189993,1.3732700395566711e-15,199.89754233760604
dr+5_da+1_k03_q02,fixed_offsets,3,2,9,0,circle_intersection,103.94420609807842,4.784663296283111,1.9860273225978185e-15,127.57331965845626
dr+5_da+1_k03_q02,fixed_offsets,3,2,9,1,circle_intersection,16.425618829224305,-103.70727576248949,2.482534153247273e-16,202.19023242378864
dr+5_da+1_k03_q04,fixed_offsets,3,4,2,0,circle_intersection,106.21088620918749,7.99866492988579,5.087681048627601e-16,126.80944828733725
dr+5_da+1_k03_q04,fixed_offsets,3,4,4,0,q1_1_local,16.425618829224273,103.70727576248946,0.0,5.310216729643334
dr+5_da+1_k03_q04,fixed_offsets,3,4,4,1,circle_intersection,-3.740969880040571,-4.515039770774971,3.3306690738754696e-16,105.13606514671245
dr+5_da+1_k03_q04,fixed_offsets,3,4,5,0,q1_1_local,-7.037078319511688,81.19343331151592,4.577566798522237e-16,29.904928116799535
dr+5_da+1_k03_q04,fixed_offsets,3,4,5,1,circle_intersection,-17.39734311276604,-43.28040888990352,3.3306690738754696e-16,145.96109472143345
dr+5_da+1_k03_q04,fixed_offsets,3,4,6,0,q1_1_local,-17.397343112766045,43.280408889903555,1.1102230246251565e-16,65.23410366482456
dr+5_da+1_k03_q04,fixed_offsets,3,4,6,1,circle_intersection,-7.037078319511716,-81.1934333115159,2.220446049250313e-16,181.32367129863428
dr+5_da+1_k03_q04,fixed_offsets,3,4,7,0,q1_1_local,-3.7409698800406015,4.5150397707750125,2.482534153247273e-16,96.30687268293315
dr+5_da+1_k03_q04,fixed_offsets,3,4,7,1,circle_intersection,16.425618829224252,-103.70727576248945,2.220446049250313e-16,202.19023242378856
dr+5_da+1_k03_q04,fixed_offsets,3,4,9,0,circle_intersection,106.21088620918746,-7.998664929885756,1.1102230246251565e-16,138.6776660808012
dr+5_da+1_k03_q05,fixed_offsets,3,5,2,0,circle_intersection,117.31370862282839,41.35090989448997,2.220446049250313e-16,115.12429068082389
dr+5_da+1_k03_q05,fixed_offsets,3,5,4,0,q1_1_local,60.161900658220915,111.8907207190003,1.5700924586837752e-16,44.84882317443941
dr+5_da+1_k03_q05,fixed_offsets,3,5,4,1,circle_intersection,-13.760611965819304,-23.307875835329924,2.482534153247273e-16,125.70309432028323
dr+5_da+1_k03_q05,fixed_offsets,3,5,5,0,q1_1_local,16.425618829224252,103.70727576248946,0.0,5.310216729643337
dr+5_da+1_k03_q05,fixed_offsets,3,5,5,1,circle_intersection,-13.081989522553693,-69.04455771396762,0.0,170.2696252299814
dr+5_da+1_k03_q05,fixed_offsets,3,5,6,0,q1_1_local,-13.081989522553679,69.04455771396765,0.0,42.349722312580035
dr+5_da+1_k03_q05,fixed_offsets,3,5,6,1,circle_intersection,16.425618829224256,-103.70727576248945,2.7194799110210365e-16,202.19023242378856
dr+5_da+1_k03_q05,fixed_offsets,3,5,7,0,q1_1_local,-13.76061196581933,23.30787583532997,1.5700924586837752e-16,81.36189028127663
dr+5_da+1_k03_q05,fixed_offsets,3,5,7,1,circle_intersection,60.16190065822096,-111.89072071900027,2.220446049250313e-16,214.68059214053375
dr+5_da+1_k03_q05,fixed_offsets,3,5,8,0,circle_intersection,116.27815536469872,-57.62185026801428,2.220446049250313e-16,184.80226747631062
dr+5_da+1_k03_q05,fixed_offsets,3,5,9,0,circle_intersection,117.31370862282839,-41.35090989448997,1.1102230246251565e-16,171.87984456603402
dr+5_da+1_k03_q06,fixed_offsets,3,6,2,0,circle_intersection,114.79229567654718,63.89481864116966,5.978733960281817e-16,103.38424372198142
dr+5_da+1_k03_q06,fixed_offsets,3,6,4,0,circle_intersection,-16.562736460741597,-55.988111595617205,6.377745716588144e-16,158.15092777155513
dr+5_da+1_k03_q06,fixed_offsets,3,6,5,0,q1_1_local,83.93557953143032,103.49838870485479,4.577566798522237e-16,66.75958932022975
dr+5_da+1_k03_q06,fixed_offsets,3,6,5,1,circle_intersection,16.425618829224238,-103.70727576248942,5.551115123125783e-16,202.19023242378856
dr+5_da+1_k03_q06,fixed_offsets,3,6,6,0,q1_1_local,16.42561882952108,103.70727576313195,7.009938725459335e-12,5.310216730223196
dr+5_da+1_k03_q06,fixed_offsets,3,6,6,1,circle_intersection,83.93557953143024,-103.49838870485483,4.002966042486721e-16,212.66699089076
dr+5_da+1_k03_q06,fixed_offsets,3,6,7,0,q1_1_local,-16.56273646078186,55.98811159563033,6.802012113041081e-13,54.375595671722586
dr+5_da+1_k03_q06,fixed_offsets,3,6,8,0,circle_intersection,-2.2609787865294897,2.632225925624005,4.002966042486721e-16,97.83719286526315
dr+5_da+1_k03_q06,fixed_offsets,3,6,8,1,circle_intersection,27.058884749279002,-108.63810148965847,2.482534153247273e-16,207.34561499529784
dr+5_da+1_k03_q06,fixed_offsets,3,6,9,0,circle_intersection,114.79229567654716,-63.89481864116969,1.1102230246251565e-16,189.36194696934015
dr+5_da+1_k03_q07,fixed_offsets,3,7,2,0,circle_intersection,107.95069907411941,79.70169578389606,9.292938109463748e-16,92.51192204122205
dr+5_da+1_k03_q07,fixed_offsets,3,7,4,0,circle_intersection,16.425618829224366,-103.70727576248952,1.5366164491566369e-15,202.19023242378864
dr+5_da+1_k03_q07,fixed_offsets,3,7,5,0,q1_1_local,100.89866452045356,1.0136072746090614,6.3980063621400115e-15,128.365697897096
dr+5_da+1_k03_q07,fixed_offsets,3,7,5,1,circle_intersection,96.7758194209989,-93.79696984206447,1.7039753472859274e-15,208.03085939621153
dr+5_da+1_k03_q07,fixed_offsets,3,7,6,0,q1_1_local,96.77581942099893,93.79696984206436,8.005932084973442e-16,79.54901141635511
dr+5_da+1_k03_q07,fixed_offsets,3,7,6,1,circle_intersection,100.89866452045355,-1.013607274609038,1.609823385706477e-15,129.9116458121686
dr+5_da+1_k03_q07,fixed_offsets,3,7,7,0,q1_1_local,16.425618829861733,103.70727576264191,3.723873491704858e-12,5.310216729680639
dr+5_da+1_k03_q07,fixed_offsets,3,7,8,0,q1_1_local,-16.963572408442044,37.35464978068095,8.955206467987463e-16,70.10593122674503
dr+5_da+1_k03_q07,fixed_offsets,3,7,8,1,circle_intersection,20.134512134213722,-105.6858024617544,9.292938109463748e-16,204.18536353601468
dr+5_da+1_k03_q07,fixed_offsets,3,7,9,0,circle_intersection,107.95069907411936,-79.7016957838961,8.955206467987463e-16,199.88695528783674
dr+5_da+1_k03_q08,fixed_offsets,3,8,2,0,circle_intersection,98.16641922538969,92.4180235667972,4.577566798522237e-16,81.02873414340931
dr+5_da+1_k03_q08,fixed_offsets,3,8,2,1,circle_intersection,-2.728011291656791,-3.21163368822598,1.0179146870343963e-15,103.65841898102144
dr+5_da+1_k03_q08,fixed_offsets,3,8,4,0,circle_intersection,105.69406905289001,-83.2403773646774,9.934014815290038e-16,202.05106770072464
dr+5_da+1_k03_q08,fixed_offsets,3,8,5,0,circle_intersection,101.97196254355808,-2.2801256183868577,1.5100665727558131e-15,131.57176027333674
dr+5_da+1_k03_q08,fixed_offsets,3,8,6,0,circle_intersection,101.97196254355806,2.2801256183868386,7.447602459741819e-16,128.11297337386537
dr+5_da+1_k03_q08,fixed_offsets,3,8,7,0,circle_intersection,105.69406905289004,83.24037736467729,3.510833468576701e-16,89.6344038974117
dr+5_da+1_k03_q08,fixed_offsets,3,8,8,0,q1_1_local,16.4256188298875,103.70727576219689,5.4416676740461824e-12,5.31021672923807
dr+5_da+1_k03_q08,fixed_offsets,3,8,8,1,circle_intersection,17.385128189400326,-104.24784990325638,6.753223014464259e-16,202.72862622187978
dr+5_da+1_k03_q08,fixed_offsets,3,8,9,0,q1_1_local,-2.7280112916568777,3.211633688226087,1.1102230246251565e-16,97.3649378536489
dr+5_da+1_k03_q08,fixed_offsets,3,8,9,1,circle_intersection,98.16641922538965,-92.41802356679726,1.1102230246251565e-16,207.2950800369899
dr+5_da+1_k03_q09,fixed_offsets,3,9,2,0,circle_intersection,83.69653482479382,103.63696586530443,3.3306690738754696e-16,66.53181937245579
